4479.42627,-14.7,-48.373699,-24.929636,-15.659986,0.600952,-77.492119,-43.841434,,
4479.429688,-10.2,-42.064087,-27.632849,-11.744988,-8.713806,-68.181053,-36.93491,,
4479.432617,-10.8,-35.454018,-19.823565,-12.949603,0.901428,-55.265697,-29.728098,,
4479.436035,-11.1,-32.749897,-18.021423,-4.517303,-9.615234,-51.361057,-30.62895,,
4479.439453,-0.9,-22.834789,-12.314639,-8.733453,-0.600952,-33.039276,-18.617598,,
4479.442871,-2.7,-19.229298,-11.413568,-7.528839,-3.004761,-31.237135,-15.014191,,
4479.446289,-12.9,-21.933416,-15.918923,-9.938067,-3.906189,-24.32892,-14.713906,,
4479.449219,-9.9,-21.933416,-17.42071,-9.034607,-4.206665,-20.724638,-11.110501,,
4479.452637,-12.6,-23.135248,-18.321779,-8.733453,3.004761,-11.113212,-12.311637,,
4479.456055,-6.6,-22.534332,-17.721067,-9.636914,-3.605713,-26.131063,-12.311637,,
4479.459473,-8.7,-19.229298,-14.417138,-9.938067,-3.004761,-20.724638,-11.711068,,
4479.462891,-6.9,-21.632959,-17.120352,-9.636914,-3.906189,-18.922495,-11.410785,,
4479.466309,-8.4,-18.327923,1.501785,-0.903461,-1.50238,-15.31821,-6.30596,,
4479.469238,-4.8,-16.525177,-17.721067,-10.540375,-1.50238,-9.611426,-5.705392,,
4479.472656,-7.2,-17.727009,-20.724638,-8.733453,-0.300476,-13.516068,-6.906528,,
4479.476074,-8.1,-16.22472,-13.516068,-9.335761,-4.507141,-11.713925,-5.104825,,
4479.479492,-11.7,-20.731586,-12.314639,-7.227685,-1.50238,-15.918923,-10.810218,,
4479.48291,-3.3,-17.727009,-20.123922,-11.443835,-8.112854,-11.413568,-6.906528,,
4479.486328,-18,-20.130671,-17.42071,-9.636914,12.920471,-15.618567,-13.212487,,
4479.489258,-2.1,-9.614649,-8.409997,-8.733453,-20.131897,-10.812854,-7.507095,,
4479.492676,-8.1,-17.126093,-8.409997,-4.517303,-4.206665,-13.816424,-11.410785,,
4479.496094,-10.8,-15.924261,-10.512497,-5.11961,-9.615234,-16.519638,-15.614758,,
