0.001000,8.068889,-73.800003,-241.568039,-81.096405,34.933811,8.713806,-395.269867,-278.062805,,
0.004000,8.072222,-70.500000,-202.808990,-65.778191,28.007280,12.019043,-326.187744,-238.125061,,
0.007000,8.075556,-52.200001,-174.265503,-52.562485,23.489977,5.408569,-292.547791,-205.093842,,
0.010000,8.078889,-44.700001,-151.731171,-41.749630,21.683058,6.910950,-239.084213,-172.963486,,
0.030000,8.082222,-30.000000,-133.403244,-43.551773,14.756524,8.413330,-207.546722,-149.241058,,
0.033000,8.085556,-37.799999,-112.671661,-30.035706,17.165754,5.408569,-181.716019,-133.326004,,
0.036000,8.088889,-29.400000,-106.061592,-27.032135,11.744988,2.704285,-163.093872,-113.507286,,
0.038000,8.092222,-31.500000,-95.545570,-33.039276,6.324225,3.605713,-143.871033,-104.198479,,
0.041000,8.095555,-22.500000,-84.428635,-30.035706,7.829993,1.201904,-125.549248,-89.184288,,
0.044000,8.098889,-22.200001,-70.908035,-19.222853,11.443835,1.201904,-110.231041,-73.569534,,
0.047000,8.102222,-22.500000,-70.607574,-21.926065,7.829993,0.600952,-101.220329,-66.362724,,
0.050000,8.105556,-15.600000,-66.401169,-23.427851,8.432300,1.502380,-95.813896,-62.759319,,
0.052000,8.108889,-19.200001,-64.898880,-23.728209,3.914996,-0.300476,-92.209618,-60.056763,,
0.055000,8.112223,-22.799999,-53.781940,-15.918923,6.324225,1.502380,-76.290688,-51.648815,,
0.057000,8.115556,-18.900000,-47.472328,-11.413568,3.312689,3.004761,-69.983192,-47.745129,,
0.061000,8.118889,-16.500000,-44.768208,-6.908212,9.335761,2.403809,-64.877129,-47.745129,,
0.063000,8.122222,-14.400000,-58.288807,-25.830706,4.216150,1.201904,-63.976055,-42.940586,,
0.066000,8.125556,-17.400000,-50.777363,-18.922495,2.409229,0.901428,-59.470699,-39.937748,,
0.158000,8.128889,-16.500000,-50.777363,-26.131063,4.216150,3.305237,-53.763912,-34.232357,,
0.160000,8.132222,-11.100000,-36.355389,-15.918923,6.324225,2.403809,-44.753201,-25.223841,,
0.163000,8.135555,-10.800000,-41.763630,-15.318210,4.818457,0.000000,-46.855701,-30.328665,,
0.166000,8.138889,-14.100000,-36.054932,-14.116782,3.613843,1.802856,-39.647129,-21.920717,,
0.185000,8.142222,-22.200001,-36.956306,-17.420710,3.613843,0.000000,-39.947491,-23.422136,,
0.188000,8.145555,-21.600000,-27.341656,-3.003571,4.216150,-5.709045,-38.445705,-21.920717,,
0.191000,8.148889,-18.900000,-35.153557,-16.519638,-1.204614,-1.802856,-31.537491,-17.116179,,
0.193000,8.152223,-1.500000,-29.745319,-14.717496,-0.903461,-3.004761,-34.841419,-20.119017,,
0.195000,8.155556,-9.600000,-31.247608,-15.017853,2.409229,-0.901428,-35.442135,-22.521286,,
0.198000,8.158889,-15.600000,-33.651268,-18.922495,2.108075,-4.507141,-36.042847,-19.818731,,
0.200000,8.162222,-17.100000,-27.642115,-16.819994,-0.301154,-4.807617,-30.336061,-13.512772,,
0.202000,8.165556,-17.700001,-20.130671,-3.904642,4.517303,-2.403809,-28.834276,-11.410785,,
0.205000,8.168889,-15.300000,-24.937994,-11.113212,3.312689,-2.103333,-28.233564,-9.308799,,
0.207000,8.172222,-7.500000,-20.130671,-12.614997,2.108075,1.502380,-24.629278,-10.810218,,
